600 450 0 4 8 0 6 0 2 5 3 2 0 0
600 500 2 1 6 2 2 1 0 1 5 0 0 0
600 550 2 5 12 1 8 0 1 3 0 1 1 0
600 600 3 3 10 3 5 2 3 5 3 2 0 0
600 650 2 1 16 2 3 1 0 6 8 3 0 0
600 700 4 4 15 3 7 1 3 4 2 1 0 0
600 750 4 6 26 5 11 3 3 11 4 1 0 0
600 800 5 7 29 3 13 2 1 7 2 1 0 0
600 850 2 10 49 1 27 1 7 16 8 3 0 0
600 900 3 13 44 4 23 1 5 12 9 3 0 0
600 950 11 20 75 8 37 4 7 15 18 4 1 1
600 1000 17 30 92 14 38 6 11 16 14 1 0 0
800 250 0 0 1 0 0 0 0 0 1 2 0 0
800 300 1 1 6 1 4 1 2 3 2 1 0 0
800 350 2 0 5 2 3 1 1 2 4 1 0 0
800 400 0 2 8 1 4 0 2 6 5 5 1 0
800 450 3 3 8 0 3 0 3 8 7 9 0 0
800 500 2 4 13 2 8 2 3 11 11 6 0 0
800 550 2 9 13 2 7 0 3 5 9 4 0 0
800 600 3 4 15 1 5 0 1 6 3 1 1 0
800 650 2 1 10 1 2 1 1 4 2 0 0 0
800 700 3 6 14 2 5 0 2 2 6 5 0 0
800 750 3 5 21 2 12 2 4 14 0 1 0 0
800 800 3 8 32 2 15 0 3 8 3 1 0 0
800 850 7 12 49 7 30 1 9 15 5 1 1 0
800 900 7 10 51 6 21 2 5 9 12 1 0 0
800 950 10 22 61 8 42 2 13 20 13 3 0 0
800 1000 13 33 104 11 49 4 12 18 18 6 0 0
1000 250 0 0 0 1 0 0 0 0 0 0 0 0
1000 300 0 1 2 0 2 0 1 2 1 0 0 0
1000 350 1 0 5 0 1 0 0 3 2 1 0 0
1000 400 1 3 6 0 7 0 4 5 4 2 1 0
1000 450 3 2 6 1 6 1 2 4 6 5 0 0
1000 500 3 3 7 2 3 2 2 4 3 2 0 0
1000 550 5 4 14 4 6 1 3 8 10 7 2 0
1000 600 3 2 7 4 8 1 2 5 11 4 1 0
1000 650 3 2 11 5 3 2 1 7 12 4 0 0
1000 700 2 6 19 1 10 0 5 11 7 7 2 2
1000 750 2 4 27 1 7 0 1 11 2 1 1 1
1000 800 2 10 34 2 13 0 4 10 9 2 0 0
1000 850 3 13 51 3 24 1 6 12 6 4 0 0
1000 900 5 23 71 3 33 1 5 13 10 4 0 0
1000 950 7 22 65 7 42 3 11 17 10 5 0 0
1000 1000 12 32 90 7 50 2 10 12 19 2 0 0
1200 250 0 0 0 0 1 0 0 0 0 0 0 0
1200 300 1 0 2 0 1 0 0 1 1 0 0 0
1200 350 0 1 3 0 1 0 0 0 1 3 0 0
1200 400 2 2 3 2 2 1 1 1 2 1 0 0
1200 450 2 0 3 2 2 1 1 3 4 2 0 0
1200 500 2 2 8 2 1 1 1 3 6 1 0 0
1200 550 1 4 15 1 1 1 0 1 4 1 0 0
1200 600 6 1 8 6 7 2 1 6 7 2 0 0
1200 650 4 1 12 3 2 1 0 3 4 4 0 0
1200 700 2 6 23 2 7 1 2 7 7 6 1 1
1200 750 3 5 30 2 9 0 3 8 3 3 0 0
1200 800 4 8 34 5 17 1 3 11 5 7 0 0
1200 850 3 12 49 3 21 0 5 10 8 3 0 0
1200 900 7 15 56 5 28 3 7 10 7 2 0 0
1200 950 13 28 80 7 48 1 8 15 12 3 0 0
1200 1000 20 33 110 11 52 5 11 16 14 3 0 0
1400 250 0 0 0 0 0 0 0 0 1 1 0 0
1400 300 0 0 2 0 0 0 0 3 0 0 0 0
1400 350 0 1 2 0 1 0 0 1 1 1 0 0
1400 400 1 0 4 2 2 2 0 1 4 3 1 0
1400 450 0 1 4 0 1 0 0 2 2 1 0 0
1400 500 1 1 5 1 2 1 0 1 4 6 1 0
1400 550 0 1 5 0 1 0 1 4 2 3 0 0
1400 600 1 2 7 3 3 1 2 3 5 2 1 1
1400 650 3 4 19 5 9 1 5 9 8 2 1 0
1400 700 2 4 20 2 8 1 2 6 2 1 0 0
1400 750 0 4 27 0 14 0 2 6 3 2 0 0
1400 800 2 8 46 2 26 0 10 20 8 6 0 0
1400 850 4 9 50 3 32 2 7 18 7 3 0 0
1400 900 6 13 54 5 31 0 5 17 12 5 0 0
1400 950 12 23 74 11 37 5 11 17 16 3 1 0
1400 1000 18 29 91 12 55 3 8 14 22 6 0 0
1600 250 0 0 0 0 1 0 0 0 0 0 0 0
1600 300 0 0 2 0 2 0 1 2 0 0 0 0
1600 350 0 0 0 0 0 0 0 0 2 1 0 0
1600 400 0 1 2 0 1 0 0 0 1 1 0 0
1600 450 0 0 1 0 2 0 0 0 2 0 0 0
1600 500 0 1 4 0 1 0 1 1 0 0 0 0
1600 550 0 2 9 0 3 0 0 1 3 2 0 0
1600 600 0 0 7 1 2 0 2 3 2 1 0 0
1600 650 3 8 17 2 7 1 4 8 1 1 0 0
1600 700 2 1 16 0 5 0 1 4 3 3 0 0
1600 750 4 9 34 0 15 0 3 17 2 4 0 0
1600 800 1 9 46 1 21 0 4 8 7 4 0 0
1600 850 4 10 50 4 29 2 5 14 7 4 0 0
1600 900 7 17 77 5 35 2 11 19 13 4 0 0
1600 950 10 33 90 7 50 3 11 16 12 4 0 0
1600 1000 16 31 97 12 60 5 13 20 11 1 0 0
1800 250 0 0 2 0 0 0 0 1 0 0 0 0
1800 300 0 0 1 0 1 0 0 0 0 0 0 0
1800 350 0 0 0 0 0 0 0 0 0 0 0 0
1800 400 0 0 0 0 0 0 0 0 2 0 0 0
1800 450 1 2 3 1 1 0 1 1 1 2 0 0
1800 500 0 0 2 0 1 0 0 1 1 1 0 0
1800 550 2 3 6 0 3 0 1 2 1 0 0 0
1800 600 1 2 9 1 3 1 1 3 3 2 1 0
1800 650 0 3 14 0 5 0 3 8 1 1 0 0
1800 700 1 6 21 1 9 0 3 7 1 1 0 0
1800 750 0 6 32 0 13 0 3 11 2 2 1 0
1800 800 0 6 35 0 22 0 3 8 3 1 0 1
1800 850 5 3 38 4 19 3 5 13 12 4 1 0
1800 900 5 28 79 3 41 2 8 23 8 4 0 0
1800 950 10 22 94 8 44 3 15 20 13 5 1 1
1800 1000 17 29 98 14 58 6 13 25 22 4 2 0
2000 250 0 0 1 0 0 0 0 1 0 0 0 0
2000 300 0 0 4 0 1 0 0 2 1 0 0 0
2000 350 0 0 0 0 0 0 0 0 0 1 0 0
2000 400 0 0 2 0 1 0 0 2 1 0 0 0
2000 450 0 3 4 0 2 0 1 1 0 0 0 0
2000 500 0 0 3 0 0 0 0 2 0 0 0 0
2000 550 0 0 9 0 0 0 0 2 0 0 0 0
2000 600 0 2 11 0 3 0 2 5 1 1 0 0
2000 650 0 1 15 0 2 0 1 4 0 2 0 0
2000 700 0 2 16 0 8 0 2 5 3 1 0 0
2000 750 2 6 24 0 18 0 5 10 3 2 0 0
2000 800 2 13 49 2 21 1 5 13 3 3 0 0
2000 850 1 13 61 1 17 0 2 11 4 5 0 0
2000 900 4 24 83 3 47 0 13 21 13 7 2 1
2000 950 16 32 76 12 44 2 12 19 14 6 1 0
2000 1000 20 35 97 17 61 6 17 29 16 7 0 0
2200 250 0 0 3 0 0 0 0 0 0 0 0 0
2200 300 0 0 1 0 0 0 0 1 0 1 0 0
2200 350 0 0 1 0 0 0 0 0 0 0 0 0
2200 400 0 0 1 0 2 0 0 1 2 0 0 0
2200 450 0 1 1 0 3 0 1 1 0 0 0 0
2200 500 1 0 5 0 1 0 0 2 0 0 0 0
2400 250 0 0 0 0 0 0 0 0 0 0 0 0
2400 300 0 1 2 0 1 0 1 2 0 1 0 0
2400 350 0 0 2 0 0 0 0 0 1 1 0 0
2400 400 1 1 2 1 1 1 1 2 1 0 0 0
2400 450 0 2 3 0 1 0 0 0 1 0 0 0
2400 500 0 2 5 0 4 0 2 3 3 2 2 1
2600 250 0 0 0 0 0 0 0 0 0 0 0 0
2600 300 1 0 0 0 0 0 0 0 1 1 0 0
2600 350 0 0 0 0 0 0 0 1 1 1 0 0
2600 400 0 2 2 0 2 0 1 1 1 0 0 0
2600 450 0 2 2 0 1 0 0 0 0 0 0 0
2600 500 2 2 3 1 2 1 1 2 1 1 0 0
2800 250 0 1 1 0 1 0 0 0 0 0 0 0
2800 300 0 0 1 0 0 0 0 0 1 0 0 0
2800 350 0 0 1 0 1 0 0 0 0 0 0 0
2800 400 0 1 3 0 2 0 1 3 1 2 1 0
2800 450 0 0 2 0 0 0 0 0 0 0 0 0
2800 500 1 3 5 0 3 0 3 3 0 2 1 0
3000 250 0 1 2 0 2 0 0 2 0 0 0 0
3000 300 0 0 2 0 0 0 0 0 1 0 0 0
3000 350 0 0 2 0 0 0 0 2 1 1 0 0
3000 400 0 0 1 0 0 0 0 1 0 0 0 0
3000 450 0 0 0 0 1 0 0 0 0 0 0 0
3000 500 0 0 3 0 0 0 0 1 1 1 0 0
3200 250 0 0 0 0 0 0 0 0 0 0 0 0
3200 300 0 1 2 0 1 0 0 0 1 1 1 0
3200 350 0 0 0 0 0 0 0 0 0 0 0 0
3200 400 0 0 0 0 1 0 1 1 0 0 0 0
3200 450 1 0 1 1 1 0 0 1 1 2 1 0
3200 500 0 0 2 0 1 0 0 0 0 0 0 0
3400 250 0 0 1 0 1 0 0 1 0 0 0 0
3400 300 0 0 0 0 1 0 0 0 0 0 0 0
3400 350 0 0 1 0 0 0 0 1 0 0 0 0
3400 400 0 1 3 0 1 0 1 1 0 1 0 0
3400 450 0 0 0 0 0 0 0 0 1 0 0 0
3400 500 0 0 3 0 1 0 1 2 0 0 0 0
3600 300 0 1 1 0 1 0 1 1 0 0 0 0
3600 350 0 1 1 0 1 0 0 1 0 0 0 0
3600 400 0 0 0 0 0 0 0 0 0 0 0 0
3600 450 0 0 1 0 0 0 0 0 1 0 0 0
3600 500 0 1 3 0 1 0 0 1 0 0 0 0
3800 350 0 1 1 0 1 0 0 0 0 0 0 0
3800 400 0 0 0 0 0 0 0 0 0 0 0 0
3800 450 1 0 0 1 0 1 0 0 0 0 0 0
3800 500 0 0 0 0 0 0 0 0 0 0 0 0
4000 400 0 0 0 0 0 0 0 0 0 0 0 0
4000 450 0 0 0 0 0 0 0 0 0 0 0 0
4000 500 1 0 0 1 0 1 0 0 1 1 0 0
